VolcanoNumber,VolcanoName,EruptionNumber,EruptionCategory,EvidenceMethod_Dating,VEI,ErupStartDate,ErupEndDate,Latitude,Longitude
211060,Etna,13854,Confirmed Eruption,,1,8/25/2010,4/27/2013,37.748,14.999
351080,Galeras,11381,Confirmed Eruption,Historical Observations,2,8/25/2010,8/25/2010,1.22,-77.37
251020,Manam,14935,Confirmed Eruption,Historical Observations,2,8/10/2010,12/15/2013,-4.08,145.037
267020,Karangetang,16544,Confirmed Eruption,Historical Observations,3,8/6/2010,12/16/2010,2.781,125.407
252140,Rabaul,15101,Confirmed Eruption,Historical Observations,1,7/23/2010,7/25/2010,-4.271,152.203
290380,Ebeko,18879,Confirmed Eruption,Historical Observations,1,7/2/2010,7/9/2010,50.686,156.014
290270,Ekarma,18833,Confirmed Eruption,Historical Observations,2,6/30/2010,8/10/2010,48.958,153.93
344020,San Cristobal,10897,Confirmed Eruption,Historical Observations,2,6/9/2010,1/13/2011,12.702,-87.004
300070,Gorely,19026,Confirmed Eruption,Historical Observations,1,6/6/2010,6/22/2010,52.559,158.03
311240,Cleveland,19819,Confirmed Eruption,Historical Observations,2,5/30/2010,6/2/2010,52.825,-169.944
284193,South Sarigan Seamount,18529,Confirmed Eruption,Historical Observations,3,5/27/2010,5/29/2010,16.58,145.78
252120,Ulawun,15077,Confirmed Eruption,Historical Observations,2,5/26/2010,5/27/2011,-5.05,151.33
300250,Bezymianny,19388,Confirmed Eruption,Historical Observations,3,5/21/2010,8/19/2021,55.972,160.595
284170,Pagan,18524,Confirmed Eruption,Historical Observations,1,5/3/2010,8/11/2010,18.13,145.8
284040,Miyakejima,18282,Confirmed Eruption,Historical Observations,1,4/11/2010,7/21/2010,34.094,139.526
211060,Etna,13853,Confirmed Eruption,Historical Observations,2,4/8/2010,4/8/2010,37.748,14.999
282090,Kirishimayama,17165,Confirmed Eruption,Historical Observations,1,3/30/2010,7/10/2010,31.934,130.862
372020,Eyjafjallajokull,12563,Confirmed Eruption,Historical Observations,4,3/20/2010,6/23/2010,63.633,-19.633
284130,Fukutoku-Oka-no-Ba,18469,Confirmed Eruption,Historical Observations,1,2/3/2010,4/8/2010,24.285,141.481
263300,Semeru,22218,Confirmed Eruption,Historical Observations,2,1/5/2010,11/29/2010,-8.108,112.922
345070,Turrialba,11247,Confirmed Eruption,Historical Observations,2,1/5/2010,3/7/2010,10.025,-83.767
223020,Nyamulagira,14085,Confirmed Eruption,Historical Observations,1,1/2/2010,1/29/2010,-1.408,29.2
352080,Tungurahua,11644,Confirmed Eruption,Historical Observations,3,1/1/2010,7/29/2010,-1.467,-78.442
300250,Bezymianny,19387,Confirmed Eruption,Historical Observations,3,12/17/2009,2/16/2010,55.972,160.595
344120,Concepcion,11080,Confirmed Eruption,Historical Observations,1,12/11/2009,3/12/2011,11.538,-85.622
357120,Villarrica,12184,Confirmed Eruption,Historical Observations,1,11/22/2009,4/20/2012,-39.42,-71.93
345040,Poas,11193,Confirmed Eruption,Historical Observations,1,11/16/2009,10/13/2014,10.2,-84.233
233020,"Fournaise, Piton de la",14391,Confirmed Eruption,Historical Observations,1,11/5/2009,1/12/2010,-21.244,55.708
311240,Cleveland,19828,Confirmed Eruption,Historical Observations,2,10/2/2009,12/12/2009,52.825,-169.944
257020,Gaua,15231,Confirmed Eruption,Historical Observations,2,9/27/2009,6/19/2010,-14.27,167.5
263200,Dieng Volcanic Complex,15793,Confirmed Eruption,Historical Observations,1,9/27/2009,9/27/2009,-7.2,109.879
252010,Langila,15003,Confirmed Eruption,Historical Observations,2,9/16/2009,2/16/2010,-5.525,148.42
273030,Mayon,16819,Confirmed Eruption,Historical Observations,2,9/15/2009,1/1/2010,13.257,123.685
344020,San Cristobal,10896,Confirmed Eruption,Historical Observations,2,9/6/2009,12/26/2009,12.702,-87.004
300260,Klyuchevskoy,19485,Confirmed Eruption,Historical Observations,2,8/1/2009,12/20/2010,56.056,160.642
221115,Manda Hararo,13944,Confirmed Eruption,Historical Observations,2,6/28/2009,7/1/2009,12.17,40.82
311240,Cleveland,19827,Confirmed Eruption,Historical Observations,2,6/25/2009,6/25/2009,52.825,-169.944
290240,Sarychev Peak,18819,Confirmed Eruption,Historical Observations,4,6/11/2009,7/16/2009,48.092,153.2
242050,Monowai,22197,Confirmed Eruption,Hydrophonic,0,5/4/2009,12/16/2009,-25.887,-177.188
264030,Rinjani,16227,Confirmed Eruption,Historical Observations,2,5/2/2009,5/23/2010,-8.42,116.47
263180,Slamet,15765,Confirmed Eruption,Historical Observations,1,4/21/2009,6/22/2009,-7.242,109.208
353010,Fernandina,11677,Confirmed Eruption,Historical Observations,2,4/10/2009,4/28/2009,-0.37,-91.55
284040,Miyakejima,18281,Confirmed Eruption,Historical Observations,1,4/1/2009,4/1/2009,34.094,139.526
261170,Kerinci,15533,Confirmed Eruption,Historical Observations,1,4/1/2009,6/19/2009,-1.697,101.264
262000,Krakatau,15633,Confirmed Eruption,Historical Observations,2,3/25/2009,9/16/2009,-6.102,105.423
243040,Hunga Tonga-Hunga Ha'apai,14733,Confirmed Eruption,Historical Observations,2,3/17/2009,3/22/2009,-20.536,-175.382
313030,Redoubt,20391,Confirmed Eruption,Historical Observations,3,3/15/2009,7/1/2009,60.485,-152.742
290380,Ebeko,18878,Confirmed Eruption,Historical Observations,1,2/11/2009,7/13/2009,50.686,156.014
357120,Villarrica,12183,Confirmed Eruption,Historical Observations,1,1/29/2009,3/24/2009,-39.42,-71.93
283110,Asamayama,17812,Confirmed Eruption,Historical Observations,2,1/21/2009,5/2/2009,36.406,138.523
263200,Dieng Volcanic Complex,15792,Confirmed Eruption,Historical Observations,1,1/15/2009,1/15/2009,-7.2,109.879
345040,Poas,11192,Confirmed Eruption,Historical Observations,1,1/12/2009,3/21/2009,10.2,-84.233
311240,Cleveland,19826,Confirmed Eruption,Historical Observations,2,1/2/2009,1/21/2009,52.825,-169.944
261230,Dempo,15575,Confirmed Eruption,Historical Observations,1,1/1/2009,1/1/2009,-4.016,103.121
300090,Koryaksky,19045,Confirmed Eruption,Historical Observations,2,12/23/2008,8/27/2009,53.321,158.712
267020,Karangetang,16543,Confirmed Eruption,Historical Observations,2,11/29/2008,3/24/2010,2.781,125.407
344020,San Cristobal,10895,Confirmed Eruption,Historical Observations,1,11/21/2008,11/21/2008,12.702,-87.004
285070,Akan,18707,Confirmed Eruption,Historical Observations,1,11/18/2008,11/28/2008,43.384,144.013
243120,Tafu-Maka,14799,Confirmed Eruption,Historical Observations,0,11/16/2008,11/16/2008,-15.37,-174.23
243130,West Mata,14800,Confirmed Eruption,Historical Observations,0,11/16/2008,5/16/2009,-15.1,-173.75
221060,Alu-Dalafilla,13927,Confirmed Eruption,Historical Observations,3,11/3/2008,12/16/2008,13.793,40.553
351050,"Huila, Nevado del",11314,Confirmed Eruption,Historical Observations,3,10/26/2008,1/14/2012,2.93,-76.03
357120,Villarrica,12182,Confirmed Eruption,Historical Observations,1,10/26/2008,,-39.42,-71.93
351080,Galeras,11380,Confirmed Eruption,Historical Observations,3,10/21/2008,1/2/2010,1.22,-77.37
300260,Klyuchevskoy,19484,Confirmed Eruption,Historical Observations,1,10/8/2008,4/16/2009,56.056,160.642
233020,"Fournaise, Piton de la",14390,Confirmed Eruption,Historical Observations,1,9/21/2008,2/4/2009,-21.244,55.708
256010,Tinakula,15210,Confirmed Eruption,Historical Observations,1,9/19/2008,11/29/2008,-10.386,165.804
282090,Kirishimayama,17163,Confirmed Eruption,Historical Observations,1,8/22/2008,8/22/2008,31.934,130.862
273030,Mayon,16818,Confirmed Eruption,Historical Observations,1,8/10/2008,8/10/2008,13.257,123.685
283110,Asamayama,17811,Confirmed Eruption,Historical Observations,1,8/10/2008,8/14/2008,36.406,138.523
311130,Kasatochi,19745,Confirmed Eruption,Historical Observations,4,8/7/2008,8/9/2008,52.177,-175.508
344120,Concepcion,11077,Confirmed Eruption,Historical Observations,1,7/30/2008,7/30/2008,11.538,-85.622
290360,Chikurachki,18860,Confirmed Eruption,Historical Observations,2,7/29/2008,8/8/2008,50.324,155.461
352010,Reventador,11449,Confirmed Eruption,Historical Observations,2,7/27/2008,8/19/2021,-0.077,-77.656
252070,Krummel-Garbuna-Welcker,15009,Confirmed Eruption,Historical Observations,2,7/13/2008,10/4/2008,-5.416,150.027
311290,Okmok,19852,Confirmed Eruption,Historical Observations,4,7/12/2008,8/19/2008,53.43,-168.13
300250,Bezymianny,19386,Confirmed Eruption,Historical Observations,3,7/11/2008,8/23/2008,55.972,160.595
344040,Telica,10943,Confirmed Eruption,Historical Observations,1,7/5/2008,7/5/2008,12.606,-86.84
241130,Rumble III,14676,Confirmed Eruption,Historical Observations,0,7/2/2008,,-35.745,178.478
344020,San Cristobal,10894,Confirmed Eruption,Historical Observations,1,6/22/2008,8/5/2008,12.702,-87.004
263340,Raung,16166,Confirmed Eruption,Historical Observations,2,6/12/2008,6/17/2008,-8.119,114.056
266030,Soputan,16439,Confirmed Eruption,Historical Observations,3,6/6/2008,11/2/2008,1.112,124.737
353060,"Azul, Cerro",11720,Confirmed Eruption,Historical Observations,1,5/29/2008,6/17/2008,-0.92,-91.408
257040,Ambrym,15297,Confirmed Eruption,Historical Observations,2,5/23/2008,12/17/2018,-16.25,168.12
260010,Barren Island,15387,Confirmed Eruption,Historical Observations,2,5/13/2008,4/19/2010,12.278,93.858
211060,Etna,13852,Confirmed Eruption,Historical Observations,1,5/13/2008,7/4/2009,37.748,14.999
284040,Miyakejima,18280,Confirmed Eruption,Historical Observations,1,5/8/2008,5/8/2008,34.094,139.526
358041,Chaiten,12271,Confirmed Eruption,Historical Observations,4,5/2/2008,5/31/2011,-42.833,-72.646
344100,Masaya,11042,Confirmed Eruption,Historical Observations,1,4/29/2008,12/17/2008,11.985,-86.165
264160,Egon,16278,Confirmed Eruption,Historical Observations,2,4/15/2008,4/28/2008,-8.676,122.455
268030,Ibu,16582,Confirmed Eruption,Historical Observations,1,4/5/2008,8/19/2021,1.488,127.63
261170,Kerinci,15532,Confirmed Eruption,Historical Observations,1,3/24/2008,,-1.697,101.264
252070,Krummel-Garbuna-Welcker,15008,Confirmed Eruption,Historical Observations,1,3/11/2008,3/13/2008,-5.416,150.027
312070,Veniaminof,20178,Confirmed Eruption,Historical Observations,1,2/22/2008,3/1/2008,56.17,-159.38
282110,Asosan,17351,Confirmed Eruption,Historical Observations,1,2/17/2008,2/17/2008,32.884,131.104
242050,Monowai,14723,Confirmed Eruption,Hydrophonic,0,2/8/2008,2/8/2008,-25.887,-177.188
345040,Poas,11191,Confirmed Eruption,Historical Observations,1,1/13/2008,1/13/2008,10.2,-84.233
284040,Miyakejima,18279,Confirmed Eruption,Historical Observations,1,1/7/2008,1/7/2008,34.094,139.526
351050,"Huila, Nevado del",11313,Confirmed Eruption,Historical Observations,2,1/2/2008,4/16/2008,2.93,-76.03
357110,Llaima,12077,Confirmed Eruption,Historical Observations,3,1/1/2008,6/12/2009,-38.692,-71.729
261160,Talang,15499,Confirmed Eruption,Historical Observations,2,11/27/2007,12/16/2007,-0.979,100.681
284200,Anatahan,18538,Confirmed Eruption,Historical Observations,2,11/27/2007,8/9/2008,16.35,145.67
344120,Concepcion,11076,Confirmed Eruption,Historical Observations,2,11/24/2007,12/20/2007,11.538,-85.622
344020,San Cristobal,10893,Confirmed Eruption,Historical Observations,1,11/8/2007,,12.702,-87.004
344040,Telica,10942,Confirmed Eruption,Historical Observations,1,10/28/2007,2/18/2008,12.606,-86.84
262000,Krakatau,15626,Confirmed Eruption,Historical Observations,2,10/23/2007,8/30/2008,-6.102,105.423
263280,Kelut,15958,Confirmed Eruption,Historical Observations,2,10/16/2007,4/16/2008,-7.93,112.308
351080,Galeras,11379,Confirmed Eruption,Historical Observations,3,10/4/2007,1/17/2008,1.22,-77.37
221010,"Tair, Jebel at",13923,Confirmed Eruption,Historical Observations,3,9/30/2007,6/16/2008,15.55,41.83
241100,Ruapehu,14669,Confirmed Eruption,Historical Observations,1,9/25/2007,9/25/2007,-39.28,175.57
261170,Kerinci,15531,Confirmed Eruption,Historical Observations,1,9/9/2007,9/9/2007,-1.697,101.264
252080,Witori,15029,Confirmed Eruption,Historical Observations,1,8/28/2007,8/28/2007,-5.576,150.516
290360,Chikurachki,18859,Confirmed Eruption,Historical Observations,2,8/19/2007,11/1/2007,50.324,155.461
312030,Pavlof,20153,Confirmed Eruption,Historical Observations,2,8/15/2007,9/13/2007,55.417,-161.894
221115,Manda Hararo,13943,Confirmed Eruption,Historical Observations,2,8/12/2007,8/14/2007,12.17,40.82
263340,Raung,16165,Confirmed Eruption,Historical Observations,2,7/26/2007,8/26/2007,-8.119,114.056
268040,Gamkonora,16595,Confirmed Eruption,Historical Observations,2,7/8/2007,7/16/2007,1.38,127.53
311240,Cleveland,19825,Confirmed Eruption,Historical Observations,2,6/17/2007,8/12/2008,52.825,-169.944
266030,Soputan,16438,Confirmed Eruption,Historical Observations,3,6/16/2007,11/9/2007,1.112,124.737
222120,"Lengai, Ol Doinyo",13828,Confirmed Eruption,Historical Observations,3,6/16/2007,10/9/2010,-2.764,35.914
357110,Llaima,12076,Confirmed Eruption,Historical Observations,2,5/26/2007,8/8/2007,-38.692,-71.729
251070,Ritter Island,14977,Confirmed Eruption,Historical Observations,1,5/19/2007,5/21/2007,-5.519,148.115
300250,Bezymianny,19385,Confirmed Eruption,Historical Observations,3,5/10/2007,12/24/2007,55.972,160.595
252120,Ulawun,15075,Confirmed Eruption,Historical Observations,2,5/1/2007,5/1/2007,-5.05,151.33
257050,Lopevi,15322,Confirmed Eruption,Historical Observations,2,4/21/2007,5/14/2007,-16.507,168.346
255060,Kavachi,15180,Confirmed Eruption,Historical Observations,1,4/2/2007,4/6/2007,-8.991,157.979
283040,Ontakesan,20962,Confirmed Eruption,Historical Observations,0,3/24/2007,,35.893,137.48
211060,Etna,13849,Confirmed Eruption,Historical Observations,2,3/19/2007,5/16/2008,37.748,14.999
261160,Talang,15498,Confirmed Eruption,Historical Observations,2,3/19/2007,6/22/2007,-0.979,100.681
352010,Reventador,11448,Confirmed Eruption,Historical Observations,2,3/15/2007,10/11/2007,-0.077,-77.656
290360,Chikurachki,18858,Confirmed Eruption,Historical Observations,2,3/4/2007,4/18/2007,50.324,155.461
351050,"Huila, Nevado del",11312,Confirmed Eruption,Historical Observations,3,2/19/2007,5/28/2007,2.93,-76.03
300260,Klyuchevskoy,19483,Confirmed Eruption,Historical Observations,2,2/15/2007,7/15/2007,56.056,160.642
344120,Concepcion,11075,Confirmed Eruption,Historical Observations,1,2/9/2007,7/10/2007,11.538,-85.622
264260,"Tara, Batu",16353,Confirmed Eruption,Historical Observations,2,1/17/2007,11/26/2015,-7.791,123.585
233010,Karthala,14208,Confirmed Eruption,Historical Observations,2,1/12/2007,1/15/2007,-11.75,43.38
266030,Soputan,16434,Confirmed Eruption,Historical Observations,1,12/14/2006,12/26/2006,1.112,124.737
242050,Monowai,14722,Confirmed Eruption,Hydrophonic,0,12/12/2006,11/4/2007,-25.887,-177.188
344040,Telica,10940,Confirmed Eruption,Historical Observations,1,12/11/2006,2/17/2007,12.606,-86.84
284170,Pagan,18522,Confirmed Eruption,Historical Observations,1,12/4/2006,12/8/2006,18.13,145.8
223020,Nyamulagira,14084,Confirmed Eruption,Historical Observations,2,11/27/2006,12/5/2006,-1.408,29.2
311161,Korovin,19768,Confirmed Eruption,Historical Observations,1,11/25/2006,3/3/2007,52.381,-174.166
257040,Ambrym,15296,Confirmed Eruption,Historical Observations,2,11/8/2006,12/27/2007,-16.25,168.12
251070,Ritter Island,14976,Confirmed Eruption,Historical Observations,1,10/17/2006,10/17/2006,-5.519,148.115
273010,Bulusan,16771,Confirmed Eruption,Historical Observations,2,10/10/2006,10/4/2007,12.769,124.056
241100,Ruapehu,14668,Confirmed Eruption,Historical Observations,1,10/4/2006,10/4/2006,-39.28,175.57
261230,Dempo,15574,Confirmed Eruption,Historical Observations,1,9/25/2006,9/25/2006,-4.016,103.121
345040,Poas,11190,Confirmed Eruption,Historical Observations,1,9/25/2006,12/16/2006,10.2,-84.233
312260,Fourpeaked,20250,Confirmed Eruption,Historical Observations,2,9/17/2006,9/17/2006,58.77,-153.672
261160,Talang,15497,Confirmed Eruption,Historical Observations,1,9/10/2006,9/10/2006,-0.979,100.681
344120,Concepcion,11074,Confirmed Eruption,Historical Observations,2,9/1/2006,9/21/2006,11.538,-85.622
284040,Miyakejima,18278,Confirmed Eruption,Historical Observations,1,8/23/2006,8/23/2006,34.094,139.526
252140,Rabaul,15100,Confirmed Eruption,Historical Observations,4,8/11/2006,1/31/2010,-4.271,152.203
252010,Langila,15002,Confirmed Eruption,Historical Observations,2,8/9/2006,7/6/2008,-5.525,148.42
243080,Home Reef,14771,Confirmed Eruption,Historical Observations,2,8/7/2006,8/16/2006,-18.992,-174.775
344040,Telica,10939,Confirmed Eruption,Historical Observations,1,8/4/2006,8/6/2006,12.606,-86.84
344100,Masaya,11041,Confirmed Eruption,Historical Observations,1,8/4/2006,10/25/2006,11.985,-86.165
233020,"Fournaise, Piton de la",14389,Confirmed Eruption,Historical Observations,1,7/20/2006,5/1/2007,-21.244,55.708
211060,Etna,13848,Confirmed Eruption,Historical Observations,2,7/14/2006,12/15/2006,37.748,14.999
273030,Mayon,16817,Confirmed Eruption,Historical Observations,1,7/13/2006,10/1/2006,13.257,123.685
267020,Karangetang,16541,Confirmed Eruption,Historical Observations,1,7/3/2006,10/16/2007,2.781,125.407
272020,Kanlaon,16638,Confirmed Eruption,Historical Observations,2,6/3/2006,7/25/2006,10.412,123.132
233010,Karthala,14207,Confirmed Eruption,Historical Observations,0,5/28/2006,6/3/2006,-11.75,43.38
355100,Lascar,11878,Confirmed Eruption,Historical Observations,3,4/18/2006,7/18/2007,-23.37,-67.73
300250,Bezymianny,19384,Confirmed Eruption,Historical Observations,3,4/16/2006,12/29/2006,55.972,160.595
354020,Ubinas,11791,Confirmed Eruption,Historical Observations,2,3/25/2006,7/4/2009,-16.355,-70.903
345040,Poas,11189,Confirmed Eruption,Historical Observations,1,3/24/2006,3/24/2006,10.2,-84.233
285070,Akan,18704,Confirmed Eruption,Historical Observations,1,3/21/2006,3/21/2006,43.384,144.013
273010,Bulusan,16770,Confirmed Eruption,Historical Observations,2,3/21/2006,6/28/2006,12.769,124.056
284200,Anatahan,18537,Confirmed Eruption,Historical Observations,2,3/20/2006,6/26/2006,16.35,145.67
242030,Raoul Island,14702,Confirmed Eruption,Historical Observations,1,3/17/2006,3/17/2006,-29.27,-177.92
263250,Merapi,15923,Confirmed Eruption,Historical Observations,1,3/16/2006,8/9/2007,-7.54,110.446
234010,Heard,14412,Confirmed Eruption,Historical Observations,0,3/11/2006,3/3/2008,-53.106,73.513
342110,Pacaya,22213,Confirmed Eruption,Historical Observations,3,3/9/2006,10/26/2010,14.382,-90.601
312070,Veniaminof,20177,Confirmed Eruption,Historical Observations,1,3/3/2006,9/7/2006,56.17,-159.38
252120,Ulawun,15074,Confirmed Eruption,Historical Observations,2,3/1/2006,1/18/2007,-5.05,151.33
273030,Mayon,16816,Confirmed Eruption,Historical Observations,1,2/21/2006,2/23/2006,13.257,123.685
284040,Miyakejima,18277,Confirmed Eruption,Historical Observations,1,2/17/2006,2/17/2006,34.094,139.526
256010,Tinakula,15209,Confirmed Eruption,Historical Observations,2,2/11/2006,11/9/2007,-10.386,165.804
311240,Cleveland,19818,Confirmed Eruption,Historical Observations,3,2/6/2006,10/28/2006,52.825,-169.944
266030,Soputan,16433,Confirmed Eruption,Historical Observations,1,12/26/2005,1/24/2006,1.112,124.737
266020,Ambang,20947,Confirmed Eruption,Historical Observations,1,12/22/2005,,0.75,124.42
211060,Etna,13847,Confirmed Eruption,Historical Observations,1,12/16/2005,12/22/2005,37.748,14.999
313010,Augustine,20273,Confirmed Eruption,Historical Observations,3,12/9/2005,4/27/2006,59.363,-153.43
300250,Bezymianny,19383,Confirmed Eruption,Historical Observations,2,11/29/2005,12/1/2005,55.972,160.595
257030,Ambae,15237,Confirmed Eruption,Historical Observations,2,11/27/2005,2/16/2006,-15.389,167.835
233010,Karthala,14206,Confirmed Eruption,Historical Observations,3,11/24/2005,12/8/2005,-11.75,43.38
351080,Galeras,11378,Confirmed Eruption,Historical Observations,2,11/24/2005,7/12/2006,1.22,-77.37
344020,San Cristobal,10892,Confirmed Eruption,Historical Observations,2,11/13/2005,5/27/2006,12.702,-87.004
257050,Lopevi,15321,Confirmed Eruption,Historical Observations,2,10/27/2005,8/1/2006,-16.507,168.346
353050,"Negra, Sierra",11713,Confirmed Eruption,Historical Observations,3,10/22/2005,10/30/2005,-0.83,-91.17
